,180182,207879,229825,251027,261135,272211,283080,296519,307993,316037,320825,312096,306011,299117,299554,301652,303635,303214,297904,287936,285667,285043,287735,297440,301486,297431,287931,279961,279975,284214,290413,290991,287764,273952,265252,261877,267662,270080,268562,258510,243191,235935,231383,236457,237538,238332,228688,222800,217473,221359,228034,230116,230735,223934,218011,211922,211317,212864,216768,217483,212250,209617,208494,207627,209534,215346,219968,220929,214055,208504,209561,211233,216499,222357,220700,215959,217248,219332,229806,241221,254092,255966,262699,271993,287189,307813,328499,345409,356004,367441,378952,404522,425160,444379,454700,462983,465796,482713,502237,523657,545160,556122,561328
,3016,3522,3845,3917,3990,4137,4246,4719,5113,5250,5204,4915,4817,5002,5097,5334,5523,5403,5244,5092,5171,5521,5807,6122,6250,6100,5710,5799,5917,6315,6198,6078,5562,5154,5039,5278,5697,5644,5619,5230,5150,5190,5592,5861,5991,5759,5520,5112,4878,5201,5502,5537,5279,4877,4636,4763,4945,5350,5677,5590,5370,5005,5401,7344,8040,50382,50682,50886,50540,50694,51155,52357,52978,52011,51614,9444,9436,9832,10910,10119,9229,7755,9248,9906,10710,11507,11814,10575,9094,11624,12408,13649,11707,10582,9095,7529,7924,8207,8721,6666,6447,5206,4259
,52999,55738,58173,58769,56185,52503,49968,51201,51296,50363,47036,43060,38913,35267,34630,34324,33734,30046,27003,24894,23383,22794,23057,23640,21760,20072,17361,16570,16355,15944,15786,14319,12535,11153,10494,10392,10672,10676,9785,8870,8499,8204,8434,180977,180874,180295,179501,178744,178504,178756,178764,178682,178252,5610,5146,5006,5157,5383,5424,5006,4593,4384,4113,4044,4201,4208,3845,3479,3159,3120,3238,3379,3471,3391,3189,3013,3099,3264,4317,4385,4225,4474,4748,4936,5245,5632,5757,5947,4938,4903,5115,4896,4775,4805,4626,4195,4017,3764,3917,3977,3901,3738,3489
